0.777028696481	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
0.165130568356	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
0.314498037016	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
0.0	0.347738509431	0.0	1.0	1.0	1.0	1.0	1.0	1.0	
1.0	0.0	0.529249309566	0.0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	0.0	0.575141776938	0.0	1.0	1.0	1.0	1.0	
1.0	1.0	1.0	0.0	0.740489130435	0.0	1.0	1.0	1.0	
1.0	1.0	1.0	1.0	0.0	0.623752151463	0.0	1.0	1.0	
1.0	1.0	1.0	1.0	1.0	0.0	0.726730310263	0.0	1.0	
1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.555555555556	0.0	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.818181818182	
