0.76532892819	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
0.125219683656	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
0.130274979581	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
0.0	0.153221957041	0.0	1.0	1.0	1.0	1.0	1.0	1.0	
1.0	0.0	0.255064076064	0.0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	0.0	0.334848484848	0.0	1.0	1.0	1.0	1.0	
1.0	1.0	1.0	0.0	0.525527831094	0.0	1.0	1.0	1.0	
1.0	1.0	1.0	1.0	0.0	0.502504696306	0.0	1.0	1.0	
1.0	1.0	1.0	1.0	1.0	1.0	0.560204081633	0.0	1.0	
1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.457364341085	0.0	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.646017699115	
