0.704190632703	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
0.14973079224	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
0.131488876212	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
0.0251196172249	0.189209871819	1.0	1.0	1.0	1.0	1.0	1.0	1.0	
1.0	0.0070323488045	0.295525727069	1.0	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	0.0693160813309	0.458614864865	1.0	1.0	1.0	1.0	1.0	
1.0	1.0	1.0	0.00321027287319	0.595383001049	1.0	1.0	1.0	1.0	
1.0	1.0	1.0	1.0	0.112621359223	0.6546875	1.0	1.0	1.0	
1.0	1.0	1.0	1.0	1.0	0.0	0.624270711785	1.0	1.0	
1.0	1.0	1.0	1.0	1.0	1.0	0.141304347826	0.59595959596	1.0	
1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.7	
